"Product SKU";"Product Name";"p";"q"
903;"F-00843";"120   ";120
547;"F-00844";"120   ";123
834;"F-00847";"120   ";80
766;"F-00847X";"120   ";10
97;"F-00849";"40   ";19
1134;"F-00849X";"60   ";79
988;"F-00850";"120   ";132
42;"F-00855";"40   ";91
1088;"F-00857";"200   ";97
1054;"F-00857X";"120   ";78
720;"F-00859";"60   ";384
603;"F-00860";"120   ";94
267;"F-00865";"60   ";210
116;"F-00868";"40   ";613
1135;"F-00868X";"60   ";80
900;"F-00869";"120   ";257
807;"F-00869X";"120   ";120
828;"F-00871";"120   ";45
839;"F-00872";"120   ";158
775;"F-00872X";"120   ";95
759;"F-00877";"120   ";0
724;"F-00877X";"120   ";329
449;"F-00878";"120   ";62
450;"F-00878M";"120   ";246
359;"F-00878X";"120   ";56
1071;"F-00880";"120   ";606
1056;"F-00880X";"120   ";645
1016;"F-00880XX";"120   ";72
713;"F-00881";"120   ";100
645;"F-00881X";"120   ";13
144;"F-00884";"40   ";157
101;"F-00886";"60   ";249
139;"F-00887";"40   ";170
130;"F-00887X";"60   ";15
225;"F-00889";"60   ";90
209;"F-00890";"60   ";82
18;"F-00894";"60   ";60
115;"F-00895";"40   ";43
832;"F-00899";"120   ";142
819;"F-00900";"120   ";142
265;"F-00901";"120   ";83
1081;"F-00902";"120   ";306
1082;"F-00902A";"120   ";60
1048;"F-00902X";"120   ";144
1049;"F-00902XA";"120   ";74
1090;"F-00908";"120   ";224
1036;"F-00910";"120   ";0
1019;"F-00910X";"120   ";72
517;"F-00911";"120   ";177
485;"F-00911X";"120   ";9
414;"F-00911XX";"120   ";50
824;"F-00914";"120   ";0
760;"F-00914X";"120   ";82
124;"F-00915";"60   ";135
288;"F-00916";"60   ";485
451;"F-00917";"120   ";211
358;"F-00917X";"120   ";112
435;"F-00919";"120   ";0
349;"F-00919X";"120   ";7
731;"F-00922";"120   ";65
702;"F-00922X";"120   ";15
671;"F-00923";"120   ";0
613;"F-00923X";"120   ";14
302;"F-00926";"120   ";28
264;"F-00926X";"120   ";4
316;"F-00927";"60   ";236
715;"F-00930";"120   ";97
647;"F-00930X";"120   ";3
782;"F-00931";"120   ";53
738;"F-00931X";"120   ";27
1028;"F-00932";"120   ";33
337;"F-00933";"120   ";117
688;"F-00934";"120   ";46
624;"F-00934X";"120   ";72
580;"F-00935";"120   ";45
496;"F-00935X";"120   ";0
247;"F-00938";"60   ";129
1109;"F-00939";"120   ";187
1099;"F-00939X";"120   ";0
1093;"F-00939XX";"120   ";107
833;"F-00940";"120   ";501
467;"F-00941";"120   ";0
368;"F-00941X";"120   ";55
877;"F-00943";"120   ";294
229;"F-00948";"120   ";13
190;"F-00948X";"120   ";20
235;"F-00949";"120   ";4
195;"F-00949X";"120   ";28
829;"F-00950";"120   ";117
840;"F-00951";"120   ";138
776;"F-00951X";"120   ";88
698;"F-00952";"120   ";100
634;"F-00952X";"120   ";110
49;"F-00959";"40   ";76
825;"F-00960";"120   ";0
761;"F-00960X";"120   ";95
896;"F-00961";"120   ";173
804;"F-00961X";"120   ";38
826;"F-00962";"120   ";43
458;"F-00965";"120   ";172
364;"F-00965X";"120   ";2
391;"F-00966";"120   ";10
328;"F-00966X";"120   ";35
844;"F-00970";"120   ";70
785;"F-00970X";"120   ";32
1078;"F-00973";"120   ";5
20;"F-00976";"40   ";23
140;"F-00978";"40   ";170
131;"F-00978X";"60   ";15
851;"F-00979";"60   ";144
933;"F-00980";"60   ";208
919;"F-00980X";"120   ";145
862;"F-00981";"60   ";130
863;"F-00981M";"120   ";145
35;"F-00982";"60   ";2
441;"F-00983";"120   ";110
355;"F-00983X";"120   ";67
1103;"F-00984";"120   ";42
810;"F-00985";"60   ";20
780;"F-00986";"120   ";0
736;"F-00986X";"120   ";19
1110;"F-00988";"120   ";134
1100;"F-00988X";"120   ";0
1094;"F-00988XX";"120   ";108
716;"F-00990";"120   ";151
648;"F-00990X";"120   ";2
75;"F-00993";"40   ";384
69;"F-00993X";"40   ";128
705;"F-00994";"120   ";0
638;"F-00994X";"120   ";0
845;"F-00996";"120   ";104
786;"F-00996X";"120   ";22
1061;"F-01002";"120   ";393
1073;"F-01003";"120   ";73
1087;"F-01006";"120   ";188
1053;"F-01006X";"120   ";77
442;"F-01009";"120   ";110
356;"F-01009X";"120   ";77
221;"F-01010";"60   ";39
426;"F-01018";"120   ";14
345;"F-01018X";"120   ";10
717;"F-01019";"120   ";20
649;"F-01019X";"120   ";7
387;"F-01021";"120   ";120
327;"F-01021X";"120   ";15
901;"F-01023";"120   ";249
808;"F-01023X";"120   ";50
854;"F-01024";"60   ";129
769;"F-01028";"120   ";46
732;"F-01028X";"120   ";54
768;"F-01029";"120   ";260
1034;"F-01030";"120   ";108
1017;"F-01030X";"120   ";27
965;"F-01030XX";"120   ";69
1120;"F-01037";"120   ";112
1118;"F-01037X";"120   ";0
1116;"F-01037XX";"120   ";110
424;"F-01039";"120   ";173
418;"F-01039A";"120   ";0
344;"F-01039X";"120   ";30
552;"F-01042";"120   ";198
1086;"F-01043";"120   ";280
631;"F-01044";"120   ";8
835;"F-01045";"120   ";144
767;"F-01045X";"120   ";8
562;"F-01046";"120   ";0
558;"F-01046M";"120   ";24
867;"F-01048";"120   ";179
792;"F-01048X";"120   ";15
746;"F-01048XX";"120   ";223
985;"F-01050";"120   ";114
950;"F-01050X";"120   ";66
90;"F-01051";"40   ";30
91;"F-01052";"40   ";30
781;"F-01054";"120   ";55
737;"F-01054X";"120   ";19
1107;"F-01062";"120   ";85
1098;"F-01062X";"120   ";0
1092;"F-01062XX";"120   ";106
1003;"F-01063";"120   ";85
961;"F-01063X";"120   ";58
309;"F-01065";"60   ";152
923;"F-01066";"120   ";48
924;"F-01069";"120   ";31
911;"F-01069X";"120   ";30
110;"F-01071";"60   ";56
86;"F-01072";"40   ";297
61;"F-01072X";"60   ";45
1102;"F-01085";"120   ";0
1125;"F-01087";"200   ";60
1124;"F-01089";"200   ";22
904;"F-01090";"120   ";262
772;"F-01090XX";"120   ";37
43;"F-01091";"40   ";112
431;"F-01092";"120   ";48
432;"F-01092M";"120   ";234
347;"F-01092X";"120   ";67
1075;"F-01095";"120   ";301
1045;"F-01095X";"120   ";65
1031;"F-01095XX";"120   ";34
465;"F-01096";"120   ";185
466;"F-01099";"120   ";179
98;"F-01100";"40   ";124
1035;"F-01104";"120   ";132
1018;"F-01104X";"120   ";29
1010;"F-01104XX";"120   ";30
99;"F-01105";"40   ";218
19;"F-01106";"60   ";71
689;"F-01107";"120   ";157
625;"F-01107X";"120   ";99
1150;"F-01113";"120   ";497
444;"F-01117";"120   ";117
996;"F-01125";"120   ";227
955;"F-01125X";"120   ";122
436;"F-01129";"120   ";0
350;"F-01129X";"120   ";7
703;"F-01138";"120   ";15
639;"F-01138X";"120   ";0
1112;"F-01139";"120   ";254
67;"F-01140";"40   ";136
681;"F-01141";"120   ";255
1121;"F-01142";"120   ";308
1119;"F-01142X";"120   ";0
1117;"F-01142XX";"120   ";84
169;"F-01148";"60   ";82
464;"F-01150";"120   ";205
889;"F-01151";"120   ";137
801;"F-01151Х";"120   ";20
154;"F-01153";"60   ";2
718;"F-01154";"120   ";21
650;"F-01154X";"120   ";5
370;"F-01157";"60   ";216
397;"F-01158";"60   ";155
141;"F-01159";"40   ";170
132;"F-01159X";"60   ";15
543;"F-01166";"120   ";213
155;"F-01167";"60   ";2
672;"F-01170";"120   ";0
614;"F-01170X";"120   ";84
1139;"F-01171";"60   ";417
564;"F-01173";"60   ";19
555;"F-01175";"120   ";298
487;"F-01175X";"120   ";133
714;"F-01176";"120   ";100
646;"F-01176X";"120   ";7
843;"F-01177";"120   ";133
784;"F-01177X";"120   ";210
1104;"F-01178";"120   ";294
1096;"F-01178X";"120   ";48
282;"F-01179";"120   ";74
286;"F-01179M";"120   ";97
259;"F-01179X";"120   ";72
553;"F-01222";"120   ";218
1009;"F-01223";"120   ";326
1141;"F-01332";"60   ";436
1145;"F-01340";"60   ";295
1143;"F-01344";"120   ";467
1149;"F-01347";"120   ";489
