"Product SKU";"Product Name";"Цена";"Остаток"
773;"F-00838";"150   ";340
733;"F-00838X";"150   ";375
757;"F-00839";"150   ";155
722;"F-00839X";"150   ";144
903;"F-00843";"150   ";108
547;"F-00844";"150   ";200
834;"F-00847";"150   ";72
766;"F-00847X";"150   ";110
97;"F-00849";"50   ";100
1134;"F-00849X";"80   ";79
988;"F-00850";"150   ";122
42;"F-00855";"50   ";87
1088;"F-00857";"200   ";91
1054;"F-00857X";"150   ";220
720;"F-00859";"80   ";300
603;"F-00860";"150   ";78
267;"F-00865";"80   ";207
116;"F-00868";"50   ";606
1135;"F-00868X";"80   ";80
900;"F-00869";"150   ";480
807;"F-00869X";"150   ";215
828;"F-00871";"150   ";170
839;"F-00872";"150   ";139
775;"F-00872X";"150   ";91
759;"F-00877";"150   ";250
724;"F-00877X";"150   ";366
449;"F-00878";"150   ";49
450;"F-00878M";"150   ";244
359;"F-00878X";"150   ";43
1071;"F-00880";"150   ";602
1056;"F-00880X";"150   ";636
1016;"F-00880XX";"150   ";155
713;"F-00881";"150   ";96
645;"F-00881X";"150   ";4
144;"F-00884";"50   ";131
101;"F-00886";"80   ";238
139;"F-00887";"50   ";100
130;"F-00887X";"80   ";50
225;"F-00889";"80   ";87
209;"F-00890";"80   ";82
18;"F-00894";"80   ";50
115;"F-00895";"50   ";36
832;"F-00899";"150   ";137
819;"F-00900";"150   ";215
265;"F-00901";"150   ";83
1081;"F-00902";"150   ";306
1082;"F-00902A";"150   ";58
1048;"F-00902X";"150   ";142
1049;"F-00902XA";"150   ";74
1090;"F-00908";"150   ";222
1036;"F-00910";"150   ";238
1019;"F-00910X";"150   ";370
517;"F-00911";"150   ";160
485;"F-00911X";"150   ";45
414;"F-00911XX";"150   ";37
824;"F-00914";"150   ";75
760;"F-00914X";"150   ";84
124;"F-00915";"80   ";135
288;"F-00916";"80   ";485
451;"F-00917";"150   ";206
358;"F-00917X";"150   ";150
435;"F-00919";"150   ";120
349;"F-00919X";"150   ";155
731;"F-00922";"150   ";63
702;"F-00922X";"150   ";6
671;"F-00923";"150   ";100
613;"F-00923X";"150   ";100
302;"F-00926";"150   ";120
264;"F-00926X";"150   ";100
316;"F-00927";"80   ";150
715;"F-00930";"150   ";161
647;"F-00930X";"150   ";60
782;"F-00931";"150   ";333
738;"F-00931X";"150   ";325
1028;"F-00932";"150   ";29
337;"F-00933";"150   ";105
688;"F-00934";"150   ";240
624;"F-00934X";"150   ";71
580;"F-00935";"150   ";300
496;"F-00935X";"150   ";0
247;"F-00938";"80   ";114
1109;"F-00939";"150   ";153
1099;"F-00939X";"150   ";150
1093;"F-00939XX";"150   ";106
833;"F-00940";"150   ";460
467;"F-00941";"150   ";121
368;"F-00941X";"150   ";350
877;"F-00943";"150   ";279
229;"F-00948";"150   ";3
190;"F-00948X";"150   ";100
235;"F-00949";"150   ";150
195;"F-00949X";"150   ";155
829;"F-00950";"150   ";170
840;"F-00951";"150   ";130
776;"F-00951X";"150   ";86
698;"F-00952";"150   ";235
634;"F-00952X";"150   ";101
49;"F-00959";"50   ";76
825;"F-00960";"150   ";75
761;"F-00960X";"150   ";83
896;"F-00961";"150   ";320
804;"F-00961X";"150   ";330
826;"F-00962";"150   ";75
458;"F-00965";"150   ";164
364;"F-00965X";"150   ";0
391;"F-00966";"150   ";4
328;"F-00966X";"150   ";280
844;"F-00970";"150   ";60
785;"F-00970X";"150   ";170
1078;"F-00973";"150   ";70
20;"F-00976";"50   ";19
140;"F-00978";"50   ";100
131;"F-00978X";"80   ";50
851;"F-00979";"80   ";139
933;"F-00980";"80   ";199
919;"F-00980X";"150   ";145
862;"F-00981";"80   ";180
863;"F-00981M";"150   ";143
35;"F-00982";"80   ";2
441;"F-00983";"150   ";74
355;"F-00983X";"150   ";67
1103;"F-00984";"150   ";330
810;"F-00985";"80   ";17
780;"F-00986";"150   ";130
736;"F-00986X";"150   ";90
1110;"F-00988";"150   ";120
1100;"F-00988X";"150   ";150
1094;"F-00988XX";"150   ";106
716;"F-00990";"150   ";145
648;"F-00990X";"150   ";60
75;"F-00993";"50   ";369
69;"F-00993X";"50   ";128
705;"F-00994";"150   ";5
638;"F-00994X";"150   ";0
845;"F-00996";"150   ";83
786;"F-00996X";"150   ";170
1061;"F-01002";"150   ";377
1073;"F-01003";"150   ";64
1087;"F-01006";"150   ";183
1053;"F-01006X";"150   ";370
442;"F-01009";"150   ";106
356;"F-01009X";"150   ";77
221;"F-01010";"80   ";34
426;"F-01018";"150   ";155
345;"F-01018X";"150   ";50
717;"F-01019";"150   ";155
649;"F-01019X";"150   ";155
387;"F-01021";"150   ";109
327;"F-01021X";"150   ";85
901;"F-01023";"150   ";480
808;"F-01023X";"150   ";215
854;"F-01024";"80   ";81
769;"F-01028";"150   ";37
732;"F-01028X";"150   ";350
768;"F-01029";"150   ";244
1034;"F-01030";"150   ";108
1017;"F-01030X";"150   ";75
965;"F-01030XX";"150   ";200
1120;"F-01037";"150   ";105
1118;"F-01037X";"150   ";245
1116;"F-01037XX";"150   ";106
424;"F-01039";"150   ";170
418;"F-01039A";"150   ";300
344;"F-01039X";"150   ";95
552;"F-01042";"150   ";198
1086;"F-01043";"150   ";276
631;"F-01044";"150   ";75
835;"F-01045";"150   ";133
767;"F-01045X";"150   ";110
562;"F-01046";"150   ";20
558;"F-01046M";"150   ";155
867;"F-01048";"150   ";179
792;"F-01048X";"150   ";100
746;"F-01048XX";"150   ";159
985;"F-01050";"150   ";265
950;"F-01050X";"150   ";365
90;"F-01051";"50   ";160
91;"F-01052";"50   ";160
781;"F-01054";"150   ";130
737;"F-01054X";"150   ";90
1107;"F-01062";"150   ";200
1098;"F-01062X";"150   ";150
1092;"F-01062XX";"150   ";106
1003;"F-01063";"150   ";165
961;"F-01063X";"150   ";54
309;"F-01065";"80   ";151
923;"F-01066";"150   ";170
924;"F-01069";"150   ";170
911;"F-01069X";"150   ";330
110;"F-01071";"80   ";55
86;"F-01072";"50   ";170
61;"F-01072X";"80   ";45
1102;"F-01085";"150   ";0
1125;"F-01087";"250   ";360
1124;"F-01089";"250   ";19
904;"F-01090";"150   ";440
772;"F-01090XX";"150   ";37
43;"F-01091";"50   ";112
431;"F-01092";"150   ";48
432;"F-01092M";"150   ";236
347;"F-01092X";"150   ";180
1075;"F-01095";"150   ";590
1045;"F-01095X";"150   ";240
1031;"F-01095XX";"150   ";333
465;"F-01096";"150   ";181
466;"F-01099";"150   ";177
98;"F-01100";"50   ";104
1035;"F-01104";"150   ";126
1018;"F-01104X";"150   ";75
1010;"F-01104XX";"150   ";325
99;"F-01105";"50   ";218
19;"F-01106";"80   ";48
689;"F-01107";"150   ";240
625;"F-01107X";"150   ";93
1150;"F-01113";"150   ";497
444;"F-01117";"150   ";105
996;"F-01125";"150   ";215
955;"F-01125X";"150   ";122
436;"F-01129";"150   ";120
350;"F-01129X";"150   ";155
703;"F-01138";"150   ";6
639;"F-01138X";"150   ";0
1112;"F-01139";"150   ";360
67;"F-01140";"50   ";430
681;"F-01141";"150   ";244
1121;"F-01142";"150   ";291
1119;"F-01142X";"150   ";245
1117;"F-01142XX";"150   ";84
169;"F-01148";"80   ";72
464;"F-01150";"150   ";191
889;"F-01151";"150   ";137
801;"F-01151Х";"150   ";27
154;"F-01153";"80   ";100
718;"F-01154";"150   ";155
650;"F-01154X";"150   ";155
370;"F-01157";"80   ";215
397;"F-01158";"80   ";150
141;"F-01159";"50   ";100
132;"F-01159X";"80   ";50
543;"F-01166";"150   ";203
155;"F-01167";"80   ";100
672;"F-01170";"150   ";100
614;"F-01170X";"150   ";100
1139;"F-01171";"80   ";412
564;"F-01173";"80   ";150
555;"F-01175";"150   ";355
487;"F-01175X";"150   ";133
714;"F-01176";"150   ";100
646;"F-01176X";"150   ";7
843;"F-01177";"150   ";250
784;"F-01177X";"150   ";210
1104;"F-01178";"150   ";288
1096;"F-01178X";"150   ";150
282;"F-01179";"150   ";30
286;"F-01179M";"150   ";97
259;"F-01179X";"150   ";100
553;"F-01222";"150   ";206
1009;"F-01223";"150   ";322
1141;"F-01332";"80   ";436
1145;"F-01340";"80   ";293
1143;"F-01344";"150   ";420
1149;"F-01347";"150   ";489
1164;"F-01569";"150   ";260
