"Product SKU","Product Name","Type","Price","Quantity","size","tip"
"241","F-00672","Simple Product","340","68","22*38.2*8","7V1"
"240","F-00512","Simple Product","340","64","22*38.2*8","7V1"
"238","F-00222","Simple Product","340","63","22*38.2*8","7V1"
"236","F-00221","Simple Product","340","63","22*38.2*8","7V1"
"235","F-00949","Simple Product","340","132","22*38.2*13/14 ","7V1PM"
"234","F-00807","Simple Product","340","146","22*38.2*13/14 ","7V1PM"
"233","F-00223XX","Simple Product","340","234","22*37*8.5","7V2"
"232","F-00220","Simple Product","340","46","22*36.6*8","7V2"
"231","F-00670A","Simple Product","340","9","22*36*8","7V1"
"230","F-00494","Simple Product","340","561","22*35.4*8","7V2"
"229","F-00948","Simple Product","340","22","22*35*9/10","7V1PM"
"228","F-00806","Simple Product","340","26","22*35*9/10","7V1PM"
"227","F-00670","Simple Product","340","166","22*35*8.5","7V1"
"226","F-00219","Simple Product","340","168","22*35*8.5","7V1"
"225","F-00889","Simple Product","160","37","22*35*7","0M"
"224","F-00381","Simple Product","340","9","22*35*7","7V2"
"223","F-00333","Simple Product","160","39","22*35*7","0M"
"222","F-00304","Simple Product","160","35","22*35*7","0M"
"221","F-01010","Simple Product","160","12","22*35*6/7","1PM"
"220","F-00283","Simple Product","340","279","22*35*10/15.4","7V3"
"219","F-00396XX","Simple Product","340","94","22*34.5*6.5","7V1"
"218","F-00024XX","Simple Product","340","89","22*34.5*6.5","7V1"
"217","F-00642XX","Simple Product","340","36","22*34.3/38*4.3/8","6V2"
"216","F-00441XX","Simple Product","340","44","22*34.3/38*4.3/8","6V2"
"215","F-00035XX","Simple Product","340","39","22*34.3/38*4.3/8","6V2"
"214","F-00018XX","Simple Product","340","37","22*34.3/38*4.3/8","6V2"
"213","F-00497","Simple Product","340","315","22*34.3*7/12","4V2"
"212","F-00796","Simple Product","340","112","22*34*8","7V1"
"211","F-00280","Simple Product","340","107","22*34*8","7V1"
"210","F-00098","Simple Product","340","280","22*32*7","7V1"
"209","F-00890","Simple Product","160","58","22*32*5/5.5","1РМ"
"208","F-00759","Simple Product","160","69","22*32*5/5.5","1РМ"
"207","F-00680","Simple Product","160","63","22*32*5/5.5","1РМ"
"206","F-00193","Simple Product","160","35","22*32*5/5.5","1РМ"
"205","F-00069","Simple Product","160","35","22*32*5/5.5","1РМ"
"204","F-00425","Simple Product","160","13","22*32*5","0M"
"203","F-00284","Simple Product","340","343","22*32*4/6.5","4V2"
"202","F-00027","Simple Product","160","433","22*31*6.5","0M"
"201","F-00123X","Simple Product","340","109","21.5*39.4*10/12.5","7V3"
"200","F-00797X","Simple Product","340","60","21.5*38.2*9","7V1"
"199","F-00672X","Simple Product","340","55","21.5*38.2*9","7V1"
"198","F-00512X","Simple Product","340","59","21.5*38.2*9","7V1"
"197","F-00222X","Simple Product","340","59","21.5*38.2*9","7V1"
"196","F-00221X","Simple Product","340","54","21.5*38.2*9","7V1"
"195","F-00949X","Simple Product","340","165","21.5*38.2*13/14","7V1PM"
"194","F-00807X","Simple Product","340","169","21.5*38.2*13/14","7V1PM"
"193","F-00220X","Simple Product","340","45","21.5*36.5*8.5 ","7V1"
"192","F-00670AX","Simple Product","340","25","21.5*36*8","7V1"
"191","F-00494X","Simple Product","340","374","21.5*35.4*8.2","7V2"
"190","F-00948X","Simple Product","340","164","21.5*35*9/10","7V1PM"
"189","F-00806X","Simple Product","340","164","21.5*35*9/10","7V1PM"
"188","F-00670X","Simple Product","340","94","21.5*35*8.5","7V1"
"187","F-00381X","Simple Product","340","97","21.5*35*8.5","7V1"
"186","F-00219X","Simple Product","340","94","21.5*35*8.5","7V1"
"185","F-00283X","Simple Product","340","650","21.5*35*10/15.4 ","7V3"
"184","F-00497X","Simple Product","340","386","21.5*34.3*7/12 ","4V2"
"183","F-00796X","Simple Product","340","51","21.5*34*8 ","7V1"
"182","F-00284X","Simple Product","340","334","21.5*32*4/6","4V2"
"181","F-00027X","Simple Product","340","335","21.5*31*6.5","7V1"
"180","F-00576","Simple Product","340","98","21*35.5*6.2/7","1РМ"
"179","F-00494XX","Simple Product","340","311","21*35.4*8.2","7V2"
"178","F-00497XX","Simple Product","340","308","21*34.3*7/12","4V2"
"177","F-00547","Simple Product","340","293","21*34*9","7V1"
"176","F-00605","Simple Product","160","220","21*33*8/5.5","1РМ"
"175","F-00442","Simple Product","160","202","21*33*8/5.5","1РМ"
"174","F-00493","Simple Product","160","139","20.6*41.3*6.5/8","1РМ"
"173","F-00531","Simple Product","160","159","20.6*41.2*6.5/8","1РМ"
"172","F-00720","Simple Product","160","248","20.6*41.2*6.3","0M"
"171","F-00667","Simple Product","160","242","20.6*41.2*6.3","0M"
"170","F-00168","Simple Product","160","193","20.6*41.2*6.3","0M"
"169","F-01148","Simple Product","160","333","20.6*41*6.3","0M"
"168","F-00547X","Simple Product","340","330","20.5*34*9","7V1"
"167","F-00191","Simple Product","160","172","20*44*4.5","3A"
"166","F-00104","Simple Product","160","62","20*44*4.5","3A"
"165","F-00109","Simple Product","160","600","20*42.5*7/7.8","1РМ"
"164","F-00420","Simple Product","160","162","20*42.5*3.8/5","1РМ"
"163","F-00108","Simple Product","160","160","20*42.5*3.8/5","1РМ"
"162","F-00667X","Simple Product","340","71","20*41.3*6.5/9","1РМ"
"161","F-00659","Simple Product","340","21","20*41.3*6.5/9","1РМ"
"160","F-00531X","Simple Product","340","36","20*41.3*6.5/9","1РМ"
"159","F-00186","Simple Product","160","164","20*40*6","1РМ"
"158","F-00100","Simple Product","160","141","20*40*6","1РМ"
"157","F-00100A","Simple Product","160","320","20*39.67*6.5","1РМ"
"156","F-00186A","Simple Product","160","3","20*39.62*6.35/7","1РМ"
"155","F-01167","Simple Product","160","94","20*36*7","1РМ"
"154","F-01153","Simple Product","160","76","20*36*7","1РМ"
"153","F-00216","Simple Product","340","55","20*36*7","7V2"
"152","F-00166","Simple Product","160","60","20*36*7","1РМ"
"151","F-00562","Simple Product","160","48","20*35.6*6/7.7","1РМ"
"150","F-00640","Simple Product","160","79","20*35*7","1РМ"
"149","F-00609","Simple Product","160","64","20*35*7","1РМ"
"148","F-00502","Simple Product","160","141","20*35*7","0M2"
"147","F-00153","Simple Product","160","143","20*35*7","0M2"
"146","F-00217","Simple Product","340","275","20*32*7 ","7V2"
"145","F-00058","Simple Product","120","250","20*32*5/5.5","1РМ"
"144","F-00884","Simple Product","120","108","20*30*7","7V2"
"143","F-00666","Simple Product","120","106","20*30*7","1РМ"
"142","F-00054","Simple Product","120","52","20*30*7","1РМ"
"141","F-01159","Simple Product","120","199","20*30*5/6","1РМ"
"140","F-00978","Simple Product","120","266","20*30*5/6","1РМ"
"139","F-00887","Simple Product","120","118","20*30*5/6","1РМ"
"138","F-00681","Simple Product","120","296","20*30*5/6","1РМ"
"137","F-00663","Simple Product","120","70","20*30*5/6","1РМ"
"136","F-00558","Simple Product","120","61","20*30*5/6","1РМ"
"135","F-00297","Simple Product","120","95","20*30*5/6","1РМ"
"134","F-00063","Simple Product","120","95","20*30*5/6","1РМ"
"133","F-00138","Simple Product","160","215","19.9*39.9*6.5","1РМ"
"132","F-01159X","Simple Product","160","45","19.5*30*5/6","1РМ"
"131","F-00978X","Simple Product","160","48","19.5*30*5/6","1РМ"
"130","F-00887X","Simple Product","160","28","19.5*30*5/6","1РМ"
"129","F-00681X","Simple Product","160","45","19.5*30*5/6","1РМ"
"128","F-00663X","Simple Product","160","29","19.5*30*5/6","1РМ"
"127","F-00558X","Simple Product","160","13","19.5*30*5/6","1РМ"
"126","F-00297X","Simple Product","160","24","19.5*30*5/6","1РМ"
"125","F-00063X","Simple Product","160","10","19.5*30*5/6","1РМ"
"124","F-00915","Simple Product","160","100","19.05*37*6.5/8","1РМ"
"123","F-00436","Simple Product","160","108","19.05*37*6.5/8","1РМ"
"122","F-00641","Simple Product","160","75","19.05*36*6.5","1РМA"
"121","F-00163","Simple Product","160","114","19.05*36*6.7","0MA"
"120","F-00158","Simple Product","160","127","19.05*36*6.7","0MA"
"119","F-00146","Simple Product","160","54","19.05*36*6.5","1РМA"
"118","F-00561","Simple Product","120","143","19.05*34.6*6.3/7.3","1РМ"
"117","F-00368","Simple Product","120","89","19.05*34.6*6.3/7.3","1РМ"
"116","F-00868","Simple Product","120","177","19.05*34.6*6.2/9.2","1РМ"
"115","F-00895","Simple Product","120","174","19.05*34.6*4.4/5.9","1РМ"
"114","F-00688","Simple Product","120","70","19.05*34.6*4.4/5.9","1РМ"
"113","F-00677","Simple Product","120","101","19.05*34.6*4.4/5.9","1РМ"
"112","F-00087","Simple Product","120","77","19.05*34.6*4.4/5.9","1РМ"
"111","F-00529","Simple Product","160","221","19.05*33.3*8/9","1РМA"
"110","F-01071","Simple Product","160","101","19.05*33.3*8","1РМA"
"109","F-00421","Simple Product","160","99","19.05*33.3*8","1РМA"
"108","F-00145","Simple Product","160","100","19.05*33.3*8","1РМA"
"107","F-00143","Simple Product","160","98","19.05*33.3*8","1РМA"
"106","F-00144","Simple Product","160","90","19.05*33.3*7.9/9.4","1РМ"
"105","F-00533","Simple Product","120","270","19*30*7/8","1РМ"
"104","F-00607","Simple Product","120","480","19.05*30*5/5.7 ","1РМ"
"103","F-00308","Simple Product","160","165","19*42*6.5/7.6","1РМ"
"102","F-00184","Simple Product","160","345","19*38*7/7.8","1РМ"
"101","F-00886","Simple Product","160","106","19*37*6.5/8","1РМ"
"100","F-00140","Simple Product","160","50","19*37*6.5/8","1РМ"
"99","F-01105","Simple Product","120","145","19*35*5/5.5","1РМ"
"98","F-01100","Simple Product","120","127","19*35*5/5.5","1РМ"
"97","F-00849","Simple Product","120","157","19*34.6*6.3/7.3","1РМ"
"96","F-00037","Simple Product","120","240","19*34.6*6.2/9.2","1РМ"
"95","F-00011","Simple Product","120","77","19*34.6*6.2/9.2","1РМ"
"94","F-00040","Simple Product","120","89","19*34.6*4.4/5.9","1РМ"
"93","F-00039","Simple Product","120","95","19*34.6*4.4/5.9","1РМ"
"92","F-00030A","Simple Product","160","359","19*34.6*3.8/6.1","1РМ"
"91","F-01052","Simple Product","120","201","19*32*7/7.8","1PM"
"90","F-01051","Simple Product","120","206","19*32*7/7.8","1PM"
"89","F-00418","Simple Product","120","200","19*32*7/7.8","1РМ"
"88","F-00187","Simple Product","120","67","19*32*7/7.8","1РМ"
"87","F-00366","Simple Product","120","314","19*32*7","1РМ"
"86","F-01072","Simple Product","120","187","19*32*6/7","1PM"
"85","F-00779","Simple Product","120","195","19*32*6/7","1РМ"
"84","F-00600","Simple Product","120","259","19*32*6/7","1РМ"
"83","F-00403","Simple Product","120","102","19*32*6/7","1РМ"
"82","F-00114","Simple Product","120","184","19*32*6/7","1РМ"
"81","F-00619","Simple Product","120","291","19*30*7/8","1РМ"
"80","F-00769","Simple Product","120","139","19*30*7","1РМ"
"79","F-00315","Simple Product","120","123","19*30*7","1РМ"
"78","F-00111","Simple Product","120","235","19*30*6/6.5","1РМ"
"77","F-00740","Simple Product","120","218","19*30*5/6.5 ","1РМ"
"76","F-00110","Simple Product","120","198","19*30*5/6.5 ","1РМ"
"75","F-00993","Simple Product","120","377","19*30*5/5.7","1РМ"
"74","F-00459","Simple Product","160","499","19*29*7/7.8","1PM"
"73","F-00484","Simple Product","120","1305","19*29*4.5/5","1РМ"
"72","F-00313","Simple Product","120","335","19*28*5/6","1РМ"
"71","F-00307","Simple Product","160","288","19*26.5*3.8/5.8","3A"
"70","F-00163X","Simple Product","160","229","18.9*36*6.5","1РМ"
"69","F-00993X","Simple Product","120","387","18.9*30*5","1РМ"
"68","F-00313X","Simple Product","160","103","18.9*28*5","1РМ"
"67","F-01140","Simple Product","120","91","18.75*30.2*5/7","1РМ"
"66","F-00395","Simple Product","120","410","18.75*30*5/5.5","1РМ"
"65","F-00189","Simple Product","120","329","18.75*30*5/5.5","1РМ"
"64","F-00657","Simple Product","120","108","18.7*35*7/7.8","1РМ"
"63","F-00136","Simple Product","120","84","18.7*35*7/7.8","1РМ"
"61","F-01072X","Simple Product","160","23","18.5*32*6/7","1РМ"
"60","F-00779X","Simple Product","160","23","18.5*32*6/7","1РМ"
"59","F-00600X","Simple Product","160","18","18.5*32*6/7","1РМ"
"58","F-00403X","Simple Product","160","21","18.5*32*6/7","1РМ"
"57","F-00366X","Simple Product","160","28","18.5*32*6/7","1РМ"
"56","F-00114X","Simple Product","160","10","18.5*32*6/7","1РМ"
"55","F-00484X","Simple Product","160","110","18.5*29*4.5/5.5","1РМ"
"54","F-00464","Simple Product","160","297","18*34*8","1РМA"
"53","F-00185","Simple Product","120","239","18*34*7","1РМ"
"52","F-00421X","Simple Product","160","41","18*33.3*8","1РМA"
"51","F-00741","Simple Product","160","203","18*32*8","1РМA"
"50","F-00164","Simple Product","160","205","18*32*8","1РМA"
"49","F-00959","Simple Product","120","166","18*32*7","1РМ"
"48","F-00117","Simple Product","120","185","18*32*7","1РМ"
"47","F-00648","Simple Product","120","72","18*30*7/8","1РМ"
"46","F-00517","Simple Product","120","74","18*30*7/8","1РМ"
"45","F-00183","Simple Product","120","72","18*30*7/8","1РМ"
"44","F-00051","Simple Product","120","54","18*30*7/8","1РМ"
"43","F-01091","Simple Product","120","76","18*30*7","1РМ"
"42","F-00855","Simple Product","120","75","18*30*7","1РМ"
"41","F-00771","Simple Product","120","68","18*30*7","1РМ"
"40","F-00152","Simple Product","120","62","18*30*7","1РМ"
"39","F-00782","Simple Product","120","67","18*30*6","1РМ"
"38","F-00632","Simple Product","120","100","18*30*6","1РМ"
"37","F-00080","Simple Product","120","71","18*30*6","1РМ"
"36","F-00182","Simple Product","120","198","18*28*5/6","1РМ"
"35","F-00982","Simple Product","160","149","18*25.5*4/6.5","4РМ"
"34","F-00519","Simple Product","160","150","18*25.5*4/6.5","4РМ"
"33","F-00781X","Simple Product","160","3","17.5*30*5/5.7 ","1РМ"
"32","F-00687","Simple Product","340","102","17*36*6.6","0MA"
"31","F-00122","Simple Product","340","58","17*36*6.6","0MA"
"30","F-00165","Simple Product","160","220","17*34*8","1РМA"
"29","F-00465","Simple Product","160","257","17*32*8.5","0AM2"
"28","F-00154","Simple Product","120","228","17*32*7","1РМ"
"27","F-00473","Simple Product","120","159","17*30*7","1РМ"
"26","F-00414","Simple Product","120","88","17*30*7","1РМ"
"25","F-00356","Simple Product","160","82","17*30*7","0M2"
"24","F-00556","Simple Product","160","315","17*29.9*7","1РМ"
"23","F-00586","Simple Product","160","322","17*29*8","1РМA"
"22","F-00506","Simple Product","160","81","17*28*8","0M2"
"21","F-00148","Simple Product","160","66","17*28*8","0M2"
"20","F-00976","Simple Product","120","309","16.9*27*5/6 ","1РМ"
"19","F-01106","Simple Product","160","43","16*30*6.3","1РМA"
"18","F-00894","Simple Product","160","48","16*30*6.3","1РМA"
"17","F-00689","Simple Product","160","42","16*30*6.3","1РМA"
"16","F-00555","Simple Product","160","38","16*30*6.3","1РМA"
"15","F-00149","Simple Product","160","6","16*30*6.3","1РМA"
"14","F-00052","Simple Product","120","157","16*28*7","1РМ"
"13","F-00365","Simple Product","120","97","16*26*5/6 ","1РМ"
"12","F-00744","Simple Product","160","63","15*28*6.3","1РМA"
"11","F-00597","Simple Product","160","62","15*28*6.3","1РМA"
"10","F-00432","Simple Product","160","20","15*28*6.3","1РМA"
"9","F-00523","Simple Product","340","519","14*30.5/38.4*5/11","6V3"
"8","F-00372","Simple Product","340","555","14*27*9/10","7V1PM"
"7","F-00726","Simple Product","340","576","12*38*10","7V2"
"6","F-00178","Simple Product","340","234","12*27*9/10","7V1PM"
"5","F-00102","Simple Product","340","446","12*27*9/10","7V1PM"
"4","F-00608","Simple Product","160","445","11.7*22*6/8.5","1РМ2"
"3","F-00355","Simple Product","120","246","10*20*7.5","0M"
"2","F-00074","Simple Product","120","198","10*20*7.5","0M"
"1","F-0000A","Simple Product","340","294","09.7*13.2*3","L-RING"
